ID,Provider_1,ProvID_1,Provider_2,ProvID_2,Stationnam,RiverName,RiverBasin,Country,CountryNam,Continent,HydroRegio,DrainArPro,DrainArLDD,YProvided,XProvided,YCorrected,XCorrected,ToCalibrat,ValidGLOFA,Legend_for,Comments,StartDate,EndDate,AddedDate,Lake,Reservoir,Lastupdate,CalibYear,ExtractGroup
G4835,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,89216,0,0,16.95,18.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4836,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,34122,0,0,16.95,18.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4837,Synthetic,0,NA,NA,Na,Na,Na,ER,Eritrea,Africa,43,-9999,26888,0,0,16.95,37.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4838,Synthetic,0,NA,NA,Na,Na,Na,ER,Eritrea,Africa,43,-9999,12742,0,0,16.95,37.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4839,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,46062,0,0,16.85,17.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4840,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,98295,0,0,16.85,17.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4841,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,167544,0,0,16.75,18.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4842,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,49861,0,0,16.65,-4.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4843,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,42942,0,0,16.65,16.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4845,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,23086,0,0,16.55,-5.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4846,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,31887,0,0,16.55,16.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4849,Synthetic,0,NA,NA,Na,Na,Na,SN,Senegal,Africa,44,-9999,396482,0,0,16.45,-15.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4850,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,74666,0,0,16.45,0.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4851,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,13190,0,0,16.45,0.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4852,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,16344,0,0,16.45,16.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4853,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,15304,0,0,16.45,16.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4854,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,44822,0,0,16.45,29.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4856,Synthetic,0,NA,NA,Na,Na,Na,SN,Senegal,Africa,44,-9999,45385,0,0,16.35,-15.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4857,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,447540,0,0,16.35,-0.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4858,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,26923,0,0,16.35,29.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4859,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,88333,0,0,16.25,0.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4861,Synthetic,0,NA,NA,Na,Na,Na,MR,Mauritania,Africa,44,-9999,21427,0,0,16.15,-13.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4862,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,26914,0,0,16.15,11.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4863,Synthetic,0,NA,NA,Na,Na,Na,SN,Senegal,Africa,44,-9999,348261,0,0,16.05,-13.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4865,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,22128,0,0,15.95,11.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4866,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,142102,0,0,15.75,18.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4867,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,14237,0,0,15.75,18.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4868,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,129281,0,0,15.65,18.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4869,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,12342,0,0,15.65,18.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4872,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,33604,0,0,15.65,-4.55,0,0, ,Lake Tanda,,, ,0,0,,0,AF_20190502
G4874,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,81129,0,0,15.35,17.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4875,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,43961,0,0,15.35,18.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4876,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,399782,0,0,15.25,3.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4877,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,38540,0,0,15.25,3.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4878,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,12350,0,0,15.05,33.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4879,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,288983,0,0,14.95,33.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4880,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,299840,0,0,14.75,-12.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4881,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,42484,0,0,14.75,-11.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4882,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,12973,0,0,14.75,18.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4883,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,256636,0,0,14.65,-11.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4884,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,37208,0,0,14.55,16.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4885,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,32052,0,0,14.55,17.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4886,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,37743,0,0,14.45,-8.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4887,DIST,4,NA,NA,Bassieri,Sirba / Koulouko,Niger,BF,Burkina Faso,Africa,44,8000,8240,12.8,0.33,12.75,0.35,0,1, ,manual gauge,,,5/20/2018,0,0,,0,AF_20190502
G4888,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,35516,0,0,14.45,32.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4889,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,41397,0,0,14.45,33.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4890,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,18721,0,0,14.35,-8.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4891,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,20016,0,0,14.35,12.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4892,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,244823,0,0,14.35,33.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4893,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,16444,0,0,14.25,12.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4894,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,30442,0,0,14.25,35.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4895,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,67651,0,0,14.25,35.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4898,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,12270,0,0,13.95,7.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4899,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,36504,0,0,13.95,33.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4900,DIST,3,NA,NA,Sebba,Yali (Diele),Niger,BF,Burkina Faso,Africa,44,2280,2413,13.433333,0.516666,13.45,0.45,0,1, ,manual gauge data with many gaps,06/01/1981,9/22/2017,9/22/2017,0,0,,0,AF_20190502
G4901,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,41614,0,0,13.85,2.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4902,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,464940,0,0,13.85,3.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4903,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,12205,0,0,13.85,7.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4904,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,23116,0,0,13.75,13.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4905,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,47488,0,0,13.65,5.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4906,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,43,-9999,154359,0,0,13.65,13.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4908,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,87746,0,0,13.55,5.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4909,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,40137,0,0,13.55,5.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4912,DIST,2,NA,NA,Bossé bangou,Sirba,Niger,NE,Niger,Africa,44,37000,37227,13.353833,1.287417,13.35,1.25,0,1, ,automatic gauge,,,5/20/2018,0,0,,0,AF_20190502
G4913,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,30626,0,0,13.45,5.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4915,DIST,5,NA,NA,Liptougou,Faga,Niger,BF,Burkina Faso,Africa,44,15700,17508,13.18403,0.325576,13.15,0.25,0,1, ,manual gauge. The hydrometric station doesn't exist after the building of the Liptougou dams in 2011,01/01/1973,09/09/2011,5/20/2018,0,0,,0,AF_20190502
G4917,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,125247,0,0,13.15,5.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4918,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,707847,0,0,13.05,2.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4919,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,12844,0,0,13.05,5.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4920,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,43,-9999,44146,0,0,13.05,11.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4921,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,135169,0,0,13.05,12.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4922,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,43,-9999,16412,0,0,12.95,12.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4923,Synthetic,0,NA,NA,Na,Na,Na,BF,Burkina Faso,Africa,44,-9999,31477,0,0,12.85,-3.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4924,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,43,-9999,13564,0,0,12.85,9.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4925,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,15904,0,0,12.85,16.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4926,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,37744,0,0,12.85,16.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4927,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,43,-9999,23461,0,0,12.75,10.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4928,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,64728,0,0,12.75,17.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4930,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,19922,0,0,12.65,-6.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4931,LHS,0,NA,NA,Cestos River at Iti (08CE001),Cestos,Na,LR,Republic of Liberia,Africa,44,11584,20770,-5.617,9.319,5.65,-9.25,1,1,08CE001,08CE001,3/30/2014,06/07/2018,12/10/2018,0,0,,0,AF_20190502
G4932,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,43,-9999,24462,0,0,12.65,10.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4933,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,43,-9999,28274,0,0,12.55,13.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4934,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,521522,0,0,12.45,2.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4935,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,43,-9999,12891,0,0,12.45,13.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4938,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,152623,0,0,12.15,3.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4939,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,17113,0,0,12.15,4.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4940,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,43259,0,0,12.15,22.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4941,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,35946,0,0,12.05,22.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4942,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,41332,0,0,12.05,27.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4943,Synthetic,0,NA,NA,Na,Na,Na,BJ,Benin,Africa,44,-9999,13765,0,0,11.95,3.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4944,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,13042,0,0,11.95,26.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4947,LHS,0,NA,NA,Lofa Bridge (03LO001)=,Lofa,Na,LR,Republic of Liberia,Africa,44,8194,8107,7.067,-10.88,7.15,-10.75,1,1,03LO001,03LO001,08/06/2012,01/06/2018,12/10/2018,0,0,,0,AF_20190502
G4948,LHS,0,NA,NA,Kaiha at Kolba (01MA001)=,Kaiha,Na,LR,Republic of Liberia,Africa,44,673,613,-8.278,10.078,8.35,-10.05,1,1,01MA001,01MA001,08/01/2014,01/06/2018,12/10/2018,0,0,,0,AF_20190502
G4949,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,18886,0,0,11.25,28.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4950,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,17947,0,0,11.25,28.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4951,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,44,-9999,70226,0,0,11.15,41.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4952,LHS,0,NA,NA,St.Paul River at Haindi (04SP001),Saint Paul,Na,LR,Republic of Liberia,Africa,44,18276,16122,6.90211,10.36175,6.05,-9.95,1,1,04SP001,04SP001,4/26/2012,07/08/2018,12/10/2018,0,0,,0,AF_20190502
G4953,UCONN,112003,NA,NA,Bahir Dar,Blue Nile,Nile,ET,Ethiopia,Africa,43,15321,15184,11.601,37.41,11.55,37.35,0,1, , ,,,03/01/2019,292,0,,0,AF_20190502
G4954,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,44,-9999,22233,0,0,11.05,41.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4955,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,1499890,0,0,10.95,32.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4956,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,14144,0,0,10.95,32.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4957,UCONN,111006,NA,NA,Nr. BAHIR DAR,Guimara,Nile,ET,Ethiopia,Africa,43,1394,1336,11.833333,37.633333,11.75,37.65,0,1, , ,,,03/01/2019,0,0,,0,AF_20190502
G4958,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,69202,0,0,10.85,27.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4959,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,38173,0,0,10.85,27.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4960,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,161059,0,0,10.85,35.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4961,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,37320,0,0,10.75,19.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4962,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,96815,0,0,10.75,19.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4964,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,478807,0,0,10.55,16.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4965,UCONN,111005,NA,NA,Nr. ADDIS ZEMEN,Ribb,Nile,ET,Ethiopia,Africa,43,1578,1592,12,37.716667,12.05,37.75,0,1, , ,,,03/01/2019,0,0,,0,AF_20190502
G4967,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,17857,0,0,10.45,16.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4968,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,28838,0,0,10.45,25.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4969,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,144917,0,0,10.45,35.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4970,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,21790,0,0,10.35,25.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4971,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,32085,0,0,10.35,27.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4972,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,109448,0,0,10.35,27.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4973,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,15369,0,0,10.35,32.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4974,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,1471850,0,0,10.35,32.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4975,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,43305,0,0,10.35,32.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4976,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,1428180,0,0,10.25,32.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4977,UCONN,111002,NA,NA,Nr. MARAWI,Gilgel Abay,Nile,ET,Ethiopia,Africa,43,1664,2069,11.366,37.037,11.35,37.05,0,1, ,station over estimated but no better place to put,,,03/01/2019,0,0,,0,AF_20190502
G4978,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,39286,0,0,10.05,11.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4979,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,111852,0,0,10.05,35.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4980,UCONN,112001,NA,NA,Nr. Kessie,Blue Nile,Nile,ET,Ethiopia,Africa,43,65784,65663,10.0755,38.192,10.05,38.15,0,1, , ,,,03/01/2019,0,0,,0,AF_20190502
G4981,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,59039,0,0,9.85,27.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4982,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,15853,0,0,9.85,29.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4983,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,27691,0,0,9.85,35.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4984,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,43,-9999,46503,0,0,9.75,21.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4985,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,82654,0,0,9.75,27.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4986,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,23160,0,0,9.75,29.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4987,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,16296,0,0,9.75,32.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4988,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,16505,0,0,9.75,32.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4989,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,17319,0,0,9.65,5.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4990,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,43204,0,0,9.65,5.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4991,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,43,-9999,16289,0,0,9.65,21.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4992,Synthetic,0,NA,NA,Na,Na,Na,XU,Abyei Region (disputed territory),Africa,43,-9999,146420,0,0,9.65,28.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4993,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,53811,0,0,9.55,12.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4994,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,112991,0,0,9.55,12.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4995,Synthetic,0,NA,NA,Na,Na,Na,XU,Abyei Region (disputed territory),Africa,43,-9999,149158,0,0,9.55,28.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4996,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,12306,0,0,9.55,30.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4997,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,589088,0,0,9.45,30.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4998,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,551604,0,0,9.45,30.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4999,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,1166680,0,0,9.45,31.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5000,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,35098,0,0,9.35,20.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5001,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,75288,0,0,9.35,20.55,0,0, , ,,, ,0,0,,0,AF_20190502
G5002,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,23604,0,0,9.35,31.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5003,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,1200570,0,0,9.35,31.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5004,Synthetic,0,NA,NA,Na,Na,Na,CM,Cameroon,Africa,44,-9999,27882,0,0,9.25,12.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5005,Synthetic,0,NA,NA,Na,Na,Na,CM,Cameroon,Africa,44,-9999,66014,0,0,9.25,13.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5006,Synthetic,0,NA,NA,Na,Na,Na,CM,Cameroon,Africa,44,-9999,29468,0,0,9.25,13.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5007,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,302435,0,0,9.25,29.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5008,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,43537,0,0,9.25,29.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5009,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,215498,0,0,9.25,31.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5010,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,197076,0,0,9.25,31.75,0,0, , ,,, ,0,0,,0,AF_20190502
G5011,Synthetic,0,NA,NA,Na,Na,Na,CM,Cameroon,Africa,44,-9999,31770,0,0,9.15,13.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5012,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,25050,0,0,9.15,18.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5013,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,33247,0,0,9.15,26.75,0,0, , ,,, ,0,0,,0,AF_20190502
