County,sub_county,ward,Location,Sub_Location,other,scene,deaths,missing,injured,hh.destroyed,hh.damaged,hh.affected,hh.displaced,hh.evacuated,p.affected,p.displaced,p.evacuted,services.disrupted,roads,lost.livestock,bridge,schools,latrine,wall,hospitals,drainage,inst.church.mosque,health_center,acreage.crops.destroyed,cholera_outbreak,cholera.cases,situation,data_source,dref no,glidenumber,Date,flood
Mombasa,,,,,Mombasa,Mombasa,1,0,2,,,,,,,,,,,,,,,,,,,,,,,"krcs mombasa reported most affected areas include likoni, mtongwe, magongo, wayani, migadini and other parts of jomvu constituency, krcs team is also carrying out an assessment at kisauni constituency where families in mishomoroni, barsheba, mwandoni, mtopanga and bamburi are experiencing the same problem. in bondeni 2 people were injured and 1 died after they were electrocuted while trying to unclog a drainage in the area. (brief: 2 injuries; 1 fatality)",eoc,,,16/04/2016,1
Mombasa,,,,,Pandya,Pandya,6,0,0,,,,,,,,,,,,,,,,,,,,,,,"e plus mombasa crew reported a collapsed perimeter wall at pandya at 1400hrs, the wall was dividing pandya hospital and mbaraki primary school. rescue teams comprising of rcat mombasa, e plus, nps and dmrt mombasa retrieved 6 bodies from the debris (1 female, 1 male and 4 juvenile) and the bodies taken to cgh morgue.   (brief: 6 fatalities)",eoc,,,08/05/2017,1
Mombasa,,Mikindani,,Mikindani,,Mikindani,0,0,0,,,331,,,,,,,,,,,,,,,,,,,,"e.o.c received report from social media of flood at mikindani area in mombasa, krcs team confirmed the report and reported that it was due to poor drainage in the area. coastal region rcat completed assessments in mikindani 71hh 180 pax,kalahari 27hh 95pax,mwamlai 45hh 98pax ,junda ngmbeni 170hh 681pax ,mishomoroni mwisho ( makumba-timboni)  18hh 97pax total 331hh and 1,151 pax",eoc,,,08/05/2017,1
Mombasa,,,,,Sosian Estate,Sosian Estate,1,0,0,,,,,,,,,,,,,,,,,,,,,,,e.o.c received report via social media of a young boy body that was found near naivas supermarket in bamburi at sosian estate. the body was taken to the morgue by nps officers.,eoc,,,09/05/2017,1
Mombasa,,,,,Bombolulu Estate,Bombolulu Estate,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"e.o.c received report of flood at bombolulu estate in mombasa county after heavy downpour via social media at 0857hrs, krcs team conducting assessment in the area.",eoc,,,09/05/2017,1
Mombasa,,,,,Nakumatt Likoni,Nakumatt Likoni,1,0,2,,,,,,,,,,,,,,,,,,,,,,,"a tree fell in likoni area of mombasa county at around 1530hrs owing to heavy down pour witnessed in the coast region. as a result, 1 female adult died instant with other 2 sustaining critical injuries. the body was taken to coast general hospital morgue by national police. mombasa county fire brigade crew cleared the scene.",eoc,,,03/11/2017,1
Mombasa,,,,,Hussein Masjid,Hussein Masjid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,e.o.c via social media at 1800hrs captured a report of an electric pole that fell down with cables blocking the entire road at hussein masjid junction near the bohra mosque. no one was injured but there was heavy traffic jam in the area.,eoc,,,04/01/2018,1
Mombasa,,,,,,,0,,0,,,,120,,,,,,,na,,na,,,,,,,na,yes,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Mombasa,,,,,Mombasa,Mombasa,0,0,0,,,,,,,,,bridge swept away,,,1,,,,,,,,,,,"several cases of flash floods incidents were reported in different parts of mombasa county following heavy rains experienced in the region. during the reporting period the following structural damages were reported; mwamlai wall opposite nys miritini collapsed, rabai ndogo foot bridge was also swept away by flash floods. furthermore, two houses collapsed in maganda area displacing eight households and 3 houses in jitoni were swept away by raging waters.  no injuries were reported in all the incidents.",eoc,,,29/10/2018,1
Murang'a,,,,,Gathunguri,Gathunguri,8,,,,,,,,,,,,,,,,,,,,,,,,,,dref,appeal no. 14/02,,13/05/2002,1
Murang'a,,,,,Gathungu,Gathungu,,,,,,,8,,,,,,,,,,,,,,,,5,,,,dref,appeal no. 14/02,,13/05/2002,1
Murang'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,27/10/2006,1
Murang'a,,,,,,,,,,,,,,,,,,road,1,,,,,,,,,,,,,hola - garsen road has been destroyed and people and cars stranded,disinventer,,,01/06/2008,1
Murang'a,,,,,,,,,,,1874,,,,,,,,,,,,,,,,,,,,,,disinventer,,,01/06/2008,1
Murang'a,,,,,,,16,,,,,8658,,,,,,,,,,,,,,,,,,,,,disinventer,,,13/06/2008,1
Murang'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,07/11/2008,1
Murang'a,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,disinventer,,,07/11/2008,1
Murang'a,,,,,,,,,,2,,,,,,,,school,,,,,,,,,,,,,,"one classroom, 3 farms washed away",disinventer,,,07/11/2008,1
Murang'a,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,28/10/2009,1
Murang'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,03/01/2010,1
Murang'a,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,03/01/2010,1
Murang'a,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000047-ken,21/03/2010,1
Murang'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000047-ken,21/03/2010,1
Murang'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,29/04/2010,1
Murang'a,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,21/05/2010,1
Murang'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000047-ken,21/05/2010,1
Murang'a,,,,,,,,,,138,,1051,,,,,,,,,,,,,,,,,,,,people affected are located in the relocation camps,disinventer,,dr-2009-000197-ken,25/05/2010,1
Murang'a,,,,,,,,,,172,,915,,,,,,,,,,,,,,,,,,,,people affected are located in the relocation camps,disinventer,,dr-2009-000197-ken,25/05/2010,1
Murang'a,,,,,,,,,,136,,876,,,,,,,,,,,,,,,,,,,,people affected are located in the relocation camps,disinventer,,dr-2009-000197-ken,25/05/2010,1
Murang'a,,,,,,,,,,86,,762,,,,,,,,,,,,,,,,,,,,people affected are located in the relocation camps,disinventer,,dr-2009-000197-ken,25/05/2010,1
Murang'a,,,,,,,,,,127,,734,,,,,,,,,,,,,,,,,,,,people affected are located in the relocation camps,disinventer,,dr-2009-000197-ken,25/05/2010,1
Murang'a,,,,,,,,,,112,,711,,,,,,,,,,,,,,,,,,,,people affected are located in the relocation camps,disinventer,,dr-2009-000197-ken,25/05/2010,1
Murang'a,,,,,,,,,,107,,678,,,,,,,,,,,,,,,,,,,,people affected are located in the relocation camps,disinventer,,dr-2009-000197-ken,25/05/2010,1
Murang'a,,,,,,,,,,82,,548,,,,,,,,,,,,,,,,,,,,people affected are located in the relocation camps,disinventer,,dr-2009-000197-ken,25/05/2010,1
Murang'a,,,,,,,,,,60,,455,,,,,,,,,,,,,,,,,,,,people affected are located in the relocation camps,disinventer,,dr-2009-000197-ken,25/05/2010,1
Murang'a,,,,,,,,,,39,,212,,,,,,,,,,,,,,,,,,,,people affected are located in the relocation camps,disinventer,,dr-2009-000197-ken,25/05/2010,1
Murang'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,ff-2012-000062-ken,01/03/2012,1
Murang'a,,,,,Gikono,Gikono,0,0,0,18,,,,,,,,classroom,,,,1,,,,,,,,,,a total of 18hh were reported to have been destroyed and 1 classroom and staffroom from gikono village in kangangu sub location after a heavy down pour. 12hh have already been constructed pending 6hh because the owners could not hence urgent need for the six homesteads to be assisted as their belongings were soaked in the rain and temporary shelter like tents could assist them for the time being as was reported by agnes at 1735hrs.,eoc,,,19/04/2012,1
Murang'a,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,193 household affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,54 household affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,35 household affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,,,,147 household affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,180 household affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,165 household affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,176 household affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,41 household affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,91 household were affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,30 household affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,70 house hold were affected,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,112 house hold affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,98 household affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,48 household affected,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,86 household affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,110 household were affected,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,110 household were affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,48 household were affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,79 household were destroyed.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,150 household were affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,125 household were affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,142 household were affected.,disinventer,,,30/05/2012,1
Murang'a,,,,,,,3,,,1,,5,,,,,,,,,,,,,,,,,,,,a manyatta was destroyed by raging waters with the 3 deaceased inside,disinventer,,,20/03/2013,1
Murang'a,,,,,,,,,,,,584,,,,,,,,,,,,,,,,,,,,heavy rainfall that caused landslides in the area.,disinventer,,,30/04/2013,1
Murang'a,,,,,,,,,,,,584,,,,,,,,,,,,,,,,,,,,waiting for the situation to normalize and relief is being distributed.,disinventer,,,30/04/2013,1
Murang'a,,,,,,,,,,,,225,,,,,,road and bridge,1,,1,,,,,,,,,,,"already intergrated, main raod is impassable and hola waldena bridge is broken",disinventer,,,30/04/2013,1
Murang'a,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,heavy rainfall that caused landslides in the location and blockage of roads.,disinventer,,,30/04/2013,1
Murang'a,,,,,,,,,,53,,618,,,,,,,,,,,,,,,,,,,,618 people displaced by flood water.,disinventer,,,16/11/2015,1
Murang'a,Kigumo,Kigumo,Kigumo,Kigumo,,Kigumo,0,0,0,,5,,,,,,,,,,,,,,,,,,,,,"rachael (krcs murang’a) reported of an incident that occurred due to heavy rainfall. the central region has been receiving heavy rainfall since the onset of the long rains, last evening heavy rainfall accompanied by strong winds stormed heho village in kigumo constituency. roofs of 5 houses were blown and a total of 18 families were affected.",eoc,,,28/04/2016,1
Murang'a,Kigumo,Kigumo,Kigumo,Kigumo,,Kigumo,0,0,0,,5,,27,,,,,,,,,,,,,,,,,,,"krcs rm gitonga reported an incident that occurred at kigumo in embu county around heho village after heavy downpour accompanied by strong winds hit the area, 27 families have been displaced and 5hh roofs blown off, the affected families are currently camping at a nearby school. county government have assisted the families with food and krcs rm was asked to cater for nfi’s by the county government officials. (brief: 5hh, 27 families)",eoc,,,29/04/2016,1
Murang'a,,,,,Gakiria,Gakiria,0,1,0,,,5,,,,,,,,,,,,,,,,,,,,"krcs maragua, muranga county government, kenya police and the locals have been searching for an old lady believed to have been buried after a landslide affected gakiria village in maragua. heavy downpour has continuously been hampering sar effort by the response teams for the past 4 days while trying to recover an old lady.",eoc,,,29/04/2016,1
Murang'a,,,,,Murang'a,Murang'a,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"mbuthia (krcs murang’a) @ 0830hrs reported of a collapsed wall which killed one person at murang’a town due to the heavy downpour which is being experienced in most parts of the country. krcs rcat team assisted in the recovery process.(brief: 1 fatality)
",eoc,,,19/05/2016,1
Murang'a,Kangema,,,,,Kangema,2,0,0,,,,,,,,,,,,,,,,,,,,,,,"gitonga (krcs rm) reported of a drowning incident at kangema area in muranga county. two school children of kigio primary school drowned while swimming in river chania last evening at 1230hrs. search and rescue was conducted by the county government and muranga rcat team, 2 bodies were retrieved and transported to thika morgue",eoc,,,07/03/2018,1
Murang'a,,,,,,,,,,,,150,,,,,,,,350,,,,,,,,,,,,"according to assessment done by tana river team, 150 hhs and 350 livestock were reportedly swept away.",disinventer,,,17/03/2018,1
Murang'a,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,"a total of 41 families from damaka, mulungeni, manani and gama villages have been evacuated to safer grounds by tana river rcat",disinventer,,,15/04/2018,1
Murang'a,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,"more than 600 families were rendered homeless in mororo, adele and madogo areas. the national government plans to provide tarpaulins to the affected people",disinventer,,,18/04/2018,1
Murang'a,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,a middle aged man was swept away by flash floods,disinventer,,,21/04/2018,1
Murang'a,,,,,Kahatia And Gitugi,Kahatia And Gitugi,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"gitonga (rm cental) reported of mudslide incident into two areas consecutively, kahatia and gitugi villages in muranga county, rcat muranga was activated to the scene and will give report updates.",eoc,,,28/04/2018,1
Murang'a,,,,,Murang’a,Murang’a,0,4,0,,,4,,,,,,,,9,,,,,,,,,,,,"gitonga (krcs rm) reported of cases of land and mudslides at kangema and kinyona areas in murang’a county 1020hrs. at least five households were affected when the landslide occurred, 4 people were buried alive. search and retrival operation ongoing by the police. residents in the landslide prone area have been advised to move safer around, approximately 67 families moved. elsewhere kiriani – muranga road was cut off following the heavy continuous downpour",eoc,,,29/04/2018,1
Murang'a,Kigumo,Kigumo,Kigumo,Kigumo,,Kigumo,0,0,9,,,37,,,,,,,,,,,,,,,,,,,,"landslide incidents were reported at kigumo sub-county in muranga county at 0918hrs due to heavy rainfall causing multiple landslides in muranga county, kigumo- kangema road, kangare- kandara road were rendered impassable after section of the roads were blocked. nine casualties were evacuated to muranga level four hospital and 37hh affected, krcs conducted sar and assisted in relocating the affected population to safer ground",eoc,,,15/05/2018,1
Murang'a,,,,,Muranga,Muranga,0,0,0,,,,,,,,,,,,,,,,,,,,,,,gitonga (rm central) reported an incident that was as a result of heavy downpour in the country. a tree fell in at least 3 classrooms of kinyangi primary school in kigumo. no inju0ries reports as the pupils were out on break.,eoc,,,18/05/2018,1
Murang'a,,,,,Kaloleo,Kaloleo,0,0,0,,,,,,,,,,,,,,,,,,,,,,,rose (0731018287) reported at 2242hrs a mad slide incident in muranga county kalolelo village between kangema high and iila secondary school. people are relocating to their relatives who are on safer grounds. farms have been destroyed by the landslide which also shows cracks on grounds and houses. no injuries reported.,eoc,,,27/05/2018,1
Murang'a,,,,,Murang’a,Murang’a,0,0,0,54,,,,,,,,,,,,,,,,,,,,,,gitonga (central rm) reported of floods in murang’a county following heavy rains reported in central region in over the last 2 day. at least 54 houses have since collapsed with kangema and kigumo areas being the most affected. no injuries and fatalities were reported as a result,eoc,,,09/06/2018,1
Nairobi,,,,,Nairobi,Nairobi,4,,,,,,,,,,,,,,,,,,,,,,,,,,wra,,,13/01/2001,1
Nairobi,,,,,Nairobi,Nairobi,2,,,,,,,,,,,,,,,,,,,,,,,,,,wra,,,29/04/2002,1
Nairobi,,Embakasi,Embakasi,Embakasi,,Embakasi,,,,,,,,,30,,,,,,,,,,,1,,,,,,,dref,appeal no. 14/02,,12/05/2002,1
Nairobi,,,,,"Mathare, Korogocho","Mathare, Korogocho",9,,,,,,,,,100,,,,,,,,,,,,,,,,,dref,appeal no. 14/02,,14/05/2002,1
Nairobi,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/05/2002,1
Nairobi,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/05/2002,1
Nairobi,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/05/2002,1
Nairobi,,,,Kibera,,Kibera,,,,,,,,,,,,,,,,,,,,,,,,,,,dref,6_jan_2010_mdrke011,,22/12/2009,1
Nairobi,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,22/12/2009,1
Nairobi,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,22/12/2009,1
Nairobi,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,vehicles were destroyed and roofs of buildings blown away,disinventer,,,23/12/2009,1
Nairobi,,,,,Nairobi Cbd,Nairobi Cbd,4,,,,,,,,,,,,,,,,,,,,,,,,,,dref,6_jan_2010_mdrke011,,06/01/2010,1
Nairobi,,,,,Mutomo In Kitui District,Mutomo In Kitui District,,,,,,,6,,,,,,,,,,,,,,,,,,,,dref,6_jan_2010_mdrke011,,06/01/2010,1
Nairobi,,,,,"Gando, Uthiru","Gando, Uthiru",,,,,,,46,,,,,,,,,,,,,,,,,,,,dref,14_may_2010mdrke012,,01/03/2010,1
Nairobi,Malindi,,Malindi,,,Malindi,2,,,,,,,,,,,,,,,,,,,,,,,,,,dref,7_apr_2010_mdrke010,,07/04/2010,1
Nairobi,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,disinventer,,,20/04/2010,1
Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,01/07/2010,1
Nairobi,,,,,Kamaru,Kamaru,0,0,6,,,,,,,,,,,,,,,,,,,,,,,6 people marooned on the rooftop following heavy rainfall that caused river athi to burst its banks,eoc,,,25/04/2012,1
Nairobi,,,,,Naivasha Road Kawangware,Naivasha Road Kawangware,0,0,0,,,50,,,,,,,,,,,,,,,,,,,,flood alert was reported from kawangware at 1851hrs along naivasha road of a busted sewage that caused flood in the area affecting 50hh around muslim areas as was reported by karen langata branch and informed the e.o.c that repairs were being done by ncc and no casualties were reported.,eoc,,,27/04/2012,1
